sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_0810,634,Aves,Garrulus,Garrulus,eDNA,FALSE,0.014352659,Garrulus_glandarius
CROP_1002,209,Aves,Garrulus,Garrulus,eDNA,FALSE,0.002347365,Garrulus_glandarius
CROP_1307,263,Aves,Garrulus,Garrulus,eDNA,FALSE,0.002213898,Garrulus_glandarius
CROP_0709,1,Aves,Garrulus_glandarius,Garrulus,camera,TRUE,0.013333333,Garrulus_glandarius
CROP_0101,311,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.01291421,Gasterosteus
CROP_0102,69,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.002787541,Gasterosteus
CROP_0103,4483,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.377929523,Gasterosteus
CROP_0104,2215,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.082714067,Gasterosteus
CROP_0105,3227,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.11591652,Gasterosteus
CROP_0106,2375,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.099127676,Gasterosteus
CROP_0107,4121,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.158878865,Gasterosteus
CROP_0108,4833,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.193893926,Gasterosteus
CROP_0109,6213,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.151855111,Gasterosteus
CROP_0110,5723,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.157406898,Gasterosteus
CROP_0201,3900,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.095710219,Gasterosteus
CROP_0202,1178,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.040948276,Gasterosteus
CROP_0203,19233,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.475311388,Gasterosteus
CROP_0204,2695,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.173033708,Gasterosteus
CROP_0205,3742,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.071376798,Gasterosteus
CROP_0206,7575,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.124129455,Gasterosteus
CROP_0207,9780,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.264538815,Gasterosteus
CROP_0208,2646,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.104489989,Gasterosteus
CROP_0209,13280,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.222602166,Gasterosteus
CROP_0210,5860,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.149033571,Gasterosteus
CROP_0211,12596,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.259262309,Gasterosteus
CROP_0212,11977,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.223998953,Gasterosteus
CROP_0213,4957,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.165763777,Gasterosteus
CROP_0214,3132,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.085629921,Gasterosteus
CROP_0301,8260,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.09337237,Gasterosteus
CROP_0302,2214,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.025233645,Gasterosteus
CROP_0303,30514,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.294778535,Gasterosteus
CROP_0304,11936,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.106007318,Gasterosteus
CROP_0305,14710,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.152389437,Gasterosteus
CROP_0306,6810,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.117260142,Gasterosteus
CROP_0307,17310,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.286812586,Gasterosteus
CROP_0308,8628,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.144823419,Gasterosteus
CROP_0309,9909,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.126466121,Gasterosteus
CROP_0310,13797,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.21335457,Gasterosteus
CROP_0401,6543,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.098327397,Gasterosteus
CROP_0402,1594,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.027338993,Gasterosteus
CROP_0403,24308,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.298550725,Gasterosteus
CROP_0404,5195,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.072460736,Gasterosteus
CROP_0405,21462,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.13658667,Gasterosteus
CROP_0406,18140,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.146798197,Gasterosteus
CROP_0407,12728,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.127669392,Gasterosteus
CROP_0408,8738,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.163281323,Gasterosteus
CROP_0409,14134,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.149144744,Gasterosteus
CROP_0410,15182,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.204427329,Gasterosteus
CROP_0501,1294,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.040552822,Gasterosteus
CROP_0502,1642,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.053306496,Gasterosteus
CROP_0503,7359,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.216511224,Gasterosteus
CROP_0504,1678,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.064860268,Gasterosteus
CROP_0505,5302,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.155383623,Gasterosteus
CROP_0506,5063,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.187775841,Gasterosteus
CROP_0507,7506,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.193348961,Gasterosteus
CROP_0508,8322,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.146403251,Gasterosteus
CROP_0509,5970,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.138393064,Gasterosteus
CROP_0510,8122,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.185370307,Gasterosteus
CROP_0511,5398,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.129554073,Gasterosteus
CROP_0512,3805,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.084792976,Gasterosteus
CROP_0514,133,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.00425709,Gasterosteus
CROP_0601,4347,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.161496452,Gasterosteus
CROP_0602,1228,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.031890306,Gasterosteus
CROP_0603,15787,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.449375196,Gasterosteus
CROP_0604,1515,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.051314185,Gasterosteus
CROP_0605,3762,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.104343485,Gasterosteus
CROP_0606,4549,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.161742222,Gasterosteus
CROP_0607,4356,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.115959004,Gasterosteus
CROP_0608,4118,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.120815608,Gasterosteus
CROP_0609,3445,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.144414169,Gasterosteus
CROP_0610,3902,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.126474783,Gasterosteus
CROP_0701,3803,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.076654842,Gasterosteus
CROP_0702,203,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.004648713,Gasterosteus
CROP_0703,23943,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.814831201,Gasterosteus
CROP_0704,4871,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.138727501,Gasterosteus
CROP_0705,26732,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.309548623,Gasterosteus
CROP_0706,15019,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.354121475,Gasterosteus
CROP_0707,8921,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.197752261,Gasterosteus
CROP_0708,5733,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.159015893,Gasterosteus
CROP_0709,10698,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.185449061,Gasterosteus
CROP_0710,9146,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.240279529,Gasterosteus
CROP_0801,8533,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.144031463,Gasterosteus
CROP_0803,34781,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.562217121,Gasterosteus
CROP_0804,11366,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.291316383,Gasterosteus
CROP_0805,27422,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.418101148,Gasterosteus
CROP_0806,16007,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.256670515,Gasterosteus
CROP_0807,11451,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.19638141,Gasterosteus
CROP_0808,4313,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.356416825,Gasterosteus
CROP_0809,42292,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.670811788,Gasterosteus
CROP_0810,17836,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.403776062,Gasterosteus
CROP_0811,27912,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.456376717,Gasterosteus
CROP_0812,2493,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.042481767,Gasterosteus
CROP_0813,373,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.003754328,Gasterosteus
CROP_0901,55966,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.463191174,Gasterosteus
CROP_0902,1616,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.017916339,Gasterosteus
CROP_0903,59398,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.857460446,Gasterosteus
CROP_0904,58273,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.655732724,Gasterosteus
CROP_0905,56501,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.60393997,Gasterosteus
CROP_0906,42778,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.53868433,Gasterosteus
CROP_0907,69623,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.719744038,Gasterosteus
CROP_0908,42565,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.65061217,Gasterosteus
CROP_0909,43098,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.680487574,Gasterosteus
CROP_0910,36213,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.576695226,Gasterosteus
CROP_1001,27870,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.301525479,Gasterosteus
CROP_1002,2215,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.024877578,Gasterosteus
CROP_1003,29691,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.541105502,Gasterosteus
CROP_1004,44589,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.576263958,Gasterosteus
CROP_1005,36435,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.423401857,Gasterosteus
CROP_1006,32456,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.33665256,Gasterosteus
CROP_1007,35247,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.40045673,Gasterosteus
CROP_1008,32286,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.411386195,Gasterosteus
CROP_1009,29381,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.441348335,Gasterosteus
CROP_1010,32365,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.382348077,Gasterosteus
CROP_1101,33494,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.434034392,Gasterosteus
CROP_1102,1712,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.048798563,Gasterosteus
CROP_1103,49282,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.651861062,Gasterosteus
CROP_1104,22484,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.248373378,Gasterosteus
CROP_1105,22293,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.511765111,Gasterosteus
CROP_1106,37719,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.422470375,Gasterosteus
CROP_1107,44225,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.464138785,Gasterosteus
CROP_1108,37431,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.382604874,Gasterosteus
CROP_1109,28655,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.392867915,Gasterosteus
CROP_1110,31035,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.426316657,Gasterosteus
CROP_1111,31572,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.28972846,Gasterosteus
CROP_1112,19327,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.27893719,Gasterosteus
CROP_1113,18460,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.224334046,Gasterosteus
CROP_1114,8785,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.072537363,Gasterosteus
CROP_1201,2628,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.019889653,Gasterosteus
CROP_1202,364,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.004475098,Gasterosteus
CROP_1203,25927,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.251233055,Gasterosteus
CROP_1204,7708,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.121238813,Gasterosteus
CROP_1205,20096,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.168839898,Gasterosteus
CROP_1206,25488,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.210641146,Gasterosteus
CROP_1207,14432,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.276030908,Gasterosteus
CROP_1208,7356,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.14091954,Gasterosteus
CROP_1209,13373,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.168996108,Gasterosteus
CROP_1210,10419,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.178233573,Gasterosteus
CROP_1301,11271,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.301581356,Gasterosteus
CROP_1302,94,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.001669597,Gasterosteus
CROP_1303,88852,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.957013453,Gasterosteus
CROP_1304,19111,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.300378794,Gasterosteus
CROP_1305,32294,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.326459231,Gasterosteus
CROP_1306,6350,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.182523714,Gasterosteus
CROP_1307,43759,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.368357254,Gasterosteus
CROP_1308,14761,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.436754742,Gasterosteus
CROP_1309,42821,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.681071366,Gasterosteus
CROP_1310,25864,Actinopteri,Gasterosteus,Gasterosteus,eDNA,FALSE,0.572022559,Gasterosteus
CROP_0104,51,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001904477,Lampetra
CROP_0106,95,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003965107,Lampetra
CROP_0110,194,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005335827,Lampetra
CROP_0201,66,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001619711,Lampetra
CROP_0204,24,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001540931,Lampetra
CROP_0205,76,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001449662,Lampetra
CROP_0206,374,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006128636,Lampetra
CROP_0209,79,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001324215,Lampetra
CROP_0211,201,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004137164,Lampetra
CROP_0212,166,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003104603,Lampetra
CROP_0213,151,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005049492,Lampetra
CROP_0301,334,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.00377559,Lampetra
CROP_0302,447,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005094598,Lampetra
CROP_0304,169,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001500941,Lampetra
CROP_0305,253,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002620974,Lampetra
CROP_0306,341,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005871617,Lampetra
CROP_0307,114,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001888887,Lampetra
CROP_0308,398,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006680543,Lampetra
CROP_0309,258,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.00329279,Lampetra
CROP_0310,332,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005133994,Lampetra
CROP_0401,1161,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.017447365,Lampetra
CROP_0402,2474,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.042432038,Lampetra
CROP_0403,248,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003045935,Lampetra
CROP_0404,2509,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.034995955,Lampetra
CROP_0405,2153,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.013701943,Lampetra
CROP_0406,2895,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.023427827,Lampetra
CROP_0407,4122,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.041346106,Lampetra
CROP_0408,2331,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.043557881,Lampetra
CROP_0409,3531,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.037259806,Lampetra
CROP_0410,4830,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.06503649,Lampetra
CROP_0501,52,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001629634,Lampetra
CROP_0502,111,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003603545,Lampetra
CROP_0504,157,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006068571,Lampetra
CROP_0505,156,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.00457183,Lampetra
CROP_0506,328,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.012164818,Lampetra
CROP_0507,217,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005589758,Lampetra
CROP_0508,153,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002691624,Lampetra
CROP_0509,227,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005262182,Lampetra
CROP_0510,669,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.015268744,Lampetra
CROP_0511,243,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005832093,Lampetra
CROP_0512,231,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005147747,Lampetra
CROP_0514,220,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.007041803,Lampetra
CROP_0601,340,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.012631423,Lampetra
CROP_0602,296,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.007686914,Lampetra
CROP_0604,245,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.008298334,Lampetra
CROP_0605,395,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.010955789,Lampetra
CROP_0606,160,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005688889,Lampetra
CROP_0607,233,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006202582,Lampetra
CROP_0608,543,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.015930761,Lampetra
CROP_0609,162,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006791029,Lampetra
CROP_0610,125,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004051601,Lampetra
CROP_0701,274,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005522857,Lampetra
CROP_0702,351,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.008037923,Lampetra
CROP_0704,368,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.010480747,Lampetra
CROP_0707,263,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005829934,Lampetra
CROP_0710,215,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005648382,Lampetra
CROP_0801,117,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001974884,Lampetra
CROP_0802,131,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002078474,Lampetra
CROP_0804,545,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.013968628,Lampetra
CROP_0805,303,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004619818,Lampetra
CROP_0806,249,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003992688,Lampetra
CROP_0807,273,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004681873,Lampetra
CROP_0808,60,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004958268,Lampetra
CROP_0809,76,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001205469,Lampetra
CROP_0810,319,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.007221606,Lampetra
CROP_0812,742,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.012643992,Lampetra
CROP_0813,335,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.00337185,Lampetra
CROP_0901,1556,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.012877916,Lampetra
CROP_0902,726,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.008049048,Lampetra
CROP_0904,474,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005333813,Lampetra
CROP_0905,876,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.009363576,Lampetra
CROP_0906,383,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004822949,Lampetra
CROP_0907,283,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002925579,Lampetra
CROP_0908,276,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.0042187,Lampetra
CROP_0909,473,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.007468342,Lampetra
CROP_0910,76,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001210307,Lampetra
CROP_1001,203,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002196257,Lampetra
CROP_1003,62,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001129923,Lampetra
CROP_1004,217,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002804487,Lampetra
CROP_1005,135,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001568801,Lampetra
CROP_1006,285,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002956186,Lampetra
CROP_1007,179,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002033698,Lampetra
CROP_1008,96,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001223226,Lampetra
CROP_1009,82,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001231768,Lampetra
CROP_1010,110,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001299499,Lampetra
CROP_1105,157,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003604141,Lampetra
CROP_1107,396,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004155997,Lampetra
CROP_1108,307,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003138033,Lampetra
CROP_1109,297,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004071952,Lampetra
CROP_1111,629,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.005772178,Lampetra
CROP_1112,481,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.006942039,Lampetra
CROP_1113,236,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002867976,Lampetra
CROP_1114,348,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002873421,Lampetra
CROP_1202,142,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.00174578,Lampetra
CROP_1209,162,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002047212,Lampetra
CROP_1301,99,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.002648971,Lampetra
CROP_1302,208,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003694428,Lampetra
CROP_1304,197,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003096365,Lampetra
CROP_1305,721,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.007288571,Lampetra
CROP_1306,111,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.003190572,Lampetra
CROP_1308,145,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.004290322,Lampetra
CROP_1309,88,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.001399647,Lampetra
CROP_1310,786,Hyperoartia,Lampetra,Lampetra,eDNA,FALSE,0.017383612,Lampetra
CROP_0105,35,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001257229,Lissotriton_helviticus
CROP_0201,254,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006233435,Lissotriton_helviticus
CROP_0202,58,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002016129,Lissotriton_helviticus
CROP_0203,1445,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.035710755,Lissotriton_helviticus
CROP_0204,105,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006741573,Lissotriton_helviticus
CROP_0205,322,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006141991,Lissotriton_helviticus
